timestamp,epoch,step,mode,scope,q,lr,batch_size,loss,grad_norm
2025-10-29 13:05:26,1,0,FO,reduced,N/A,1e-06,2,9.800342559814453,0.0
2025-10-29 13:05:27,1,10,FO,reduced,N/A,1e-06,2,9.805310249328613,0.0
2025-10-29 13:05:27,1,20,FO,reduced,N/A,1e-06,2,9.755556106567383,0.0
2025-10-29 13:05:27,1,30,FO,reduced,N/A,1e-06,2,9.756855010986328,0.0
2025-10-29 13:05:27,1,40,FO,reduced,N/A,1e-06,2,9.75464153289795,0.0
2025-10-29 13:05:27,1,50,FO,reduced,N/A,1e-06,2,9.774944305419922,0.0
2025-10-29 13:05:27,1,60,FO,reduced,N/A,1e-06,2,9.762725830078125,0.0
2025-10-29 13:05:28,1,70,FO,reduced,N/A,1e-06,2,9.7520112991333,0.0
2025-10-29 13:05:28,1,80,FO,reduced,N/A,1e-06,2,9.736249923706055,0.0
2025-10-29 13:05:28,1,90,FO,reduced,N/A,1e-06,2,9.69890022277832,0.0
2025-10-29 13:05:28,1,100,FO,reduced,N/A,1e-06,2,9.747089385986328,0.0
2025-10-29 13:05:28,1,110,FO,reduced,N/A,1e-06,2,9.710482597351074,0.0
2025-10-29 13:05:29,1,120,FO,reduced,N/A,1e-06,2,9.673674583435059,0.0
2025-10-29 13:05:29,1,130,FO,reduced,N/A,1e-06,2,9.72374439239502,0.0
2025-10-29 13:05:29,1,140,FO,reduced,N/A,1e-06,2,9.716714859008789,0.0
2025-10-29 13:05:29,1,150,FO,reduced,N/A,1e-06,2,9.738080978393555,0.0
2025-10-29 13:05:29,1,160,FO,reduced,N/A,1e-06,2,9.698317527770996,0.0
2025-10-29 13:05:29,1,170,FO,reduced,N/A,1e-06,2,9.704258918762207,0.0
2025-10-29 13:05:30,1,180,FO,reduced,N/A,1e-06,2,9.675212860107422,0.0
2025-10-29 13:05:30,1,190,FO,reduced,N/A,1e-06,2,9.721190452575684,0.0
2025-10-29 13:05:30,1,200,FO,reduced,N/A,1e-06,2,9.697653770446777,0.0
2025-10-29 13:05:30,1,210,FO,reduced,N/A,1e-06,2,9.704472541809082,0.0
2025-10-29 13:05:30,1,220,FO,reduced,N/A,1e-06,2,9.654736518859863,0.0
2025-10-29 13:05:30,1,230,FO,reduced,N/A,1e-06,2,9.67684268951416,0.0
2025-10-29 13:05:31,1,240,FO,reduced,N/A,1e-06,2,9.675074577331543,0.0
2025-10-29 13:05:31,1,250,FO,reduced,N/A,1e-06,2,9.66700553894043,0.0
2025-10-29 13:05:31,1,260,FO,reduced,N/A,1e-06,2,9.610086441040039,0.0
2025-10-29 13:05:31,1,270,FO,reduced,N/A,1e-06,2,9.635704040527344,0.0
2025-10-29 13:05:31,1,280,FO,reduced,N/A,1e-06,2,9.620786666870117,0.0
2025-10-29 13:05:31,1,290,FO,reduced,N/A,1e-06,2,9.641068458557129,0.0
2025-10-29 13:05:32,1,300,FO,reduced,N/A,1e-06,2,9.636813163757324,0.0
2025-10-29 13:05:32,1,310,FO,reduced,N/A,1e-06,2,9.604387283325195,0.0
2025-10-29 13:05:32,1,320,FO,reduced,N/A,1e-06,2,9.646927833557129,0.0
2025-10-29 13:05:32,1,330,FO,reduced,N/A,1e-06,2,9.582324981689453,0.0
2025-10-29 13:05:32,1,340,FO,reduced,N/A,1e-06,2,9.648228645324707,0.0
2025-10-29 13:05:33,1,350,FO,reduced,N/A,1e-06,2,9.61546516418457,0.0
2025-10-29 13:05:33,1,360,FO,reduced,N/A,1e-06,2,9.548226356506348,0.0
2025-10-29 13:05:33,1,370,FO,reduced,N/A,1e-06,2,9.58920669555664,0.0
2025-10-29 13:05:33,1,380,FO,reduced,N/A,1e-06,2,9.573405265808105,0.0
2025-10-29 13:05:33,1,390,FO,reduced,N/A,1e-06,2,9.61131477355957,0.0
2025-10-29 13:05:33,1,400,FO,reduced,N/A,1e-06,2,9.57138442993164,0.0
2025-10-29 13:05:34,1,410,FO,reduced,N/A,1e-06,2,9.617267608642578,0.0
2025-10-29 13:05:34,1,420,FO,reduced,N/A,1e-06,2,9.55208969116211,0.0
2025-10-29 13:05:34,1,430,FO,reduced,N/A,1e-06,2,9.586522102355957,0.0
2025-10-29 13:05:34,1,440,FO,reduced,N/A,1e-06,2,9.527205467224121,0.0
2025-10-29 13:05:34,1,450,FO,reduced,N/A,1e-06,2,9.543535232543945,0.0
2025-10-29 13:05:34,1,460,FO,reduced,N/A,1e-06,2,9.556190490722656,0.0
2025-10-29 13:05:35,1,470,FO,reduced,N/A,1e-06,2,9.554902076721191,0.0
2025-10-29 13:05:35,1,480,FO,reduced,N/A,1e-06,2,9.536041259765625,0.0
